"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
9.2,2.4949,-0.047345
9.25,2.4929,-0.020039
9.3,2.4933,0.041027
9.35,2.4965,0.07078
9.4,2.4986,0.0043577
9.45,2.4977,-0.035914
9.5,2.4953,-0.052868
9.55,2.4928,-0.042432
9.6,2.4912,-0.022409
9.65,2.4908,0.002225
9.7,2.4902,-0.033695
9.75,2.4881,-0.032487
9.8,2.4878,0.013021
9.85,2.4885,0.0022817
9.9,2.488,-0.022597
9.95,2.4862,-0.048417
10,2.4841,-0.024465
10.05,2.4841,0.028342
10.1,2.4872,0.091377
10.15,2.4919,0.078766
10.2,2.4937,-0.0066152
10.25,2.4918,-0.061316
10.3,2.4884,-0.065604
10.35,2.4855,-0.046002
10.4,2.4841,-0.010007
10.45,2.4844,0.01799
10.5,2.4853,0.017583
10.55,2.4859,0.0048413
10.6,2.486,0.0021593
10.65,2.4856,-0.025603
10.7,2.484,-0.023119
10.75,2.4842,0.028377
10.8,2.486,0.026928
10.85,2.4862,-0.020989
10.9,2.4848,-0.021481
10.95,2.4846,0.0058666
11,2.4849,0.0057329
11.05,2.485,-0.0054862
11.1,2.4841,-0.030745
11.15,2.4824,-0.029077
11.2,2.4814,-0.0043968
11.25,2.4817,0.01122
11.3,2.482,0.0011222
11.35,2.4824,0.024245
11.4,2.4852,0.083827
11.45,2.4895,0.074495
11.5,2.492,0.025455
11.55,2.4929,0.024627
11.6,2.495,0.054374
11.65,2.4975,0.037914
11.7,2.4982,-0.017855
11.75,2.4959,-0.067961
11.8,2.4922,-0.074928
11.85,2.4882,-0.077967
11.9,2.4851,-0.036661
11.95,2.4848,0.020873
12,2.4864,0.029632
