"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
8.85,2.6062,0.0086154
8.9,2.6064,-0.00067148
8.95,2.6062,-0.0027275
9,2.6065,0.015471
9.05,2.6078,0.030924
9.1,2.6091,0.021719
9.15,2.6099,0.010736
9.2,2.6101,-0.0036925
9.25,2.6095,-0.023763
9.3,2.6076,-0.049576
9.35,2.6055,-0.021656
9.4,2.6055,0.013369
9.45,2.6063,0.013553
9.5,2.6064,-0.011399
9.55,2.6059,0.0047143
9.6,2.6071,0.033633
9.65,2.6083,0.010029
9.7,2.6085,0.0063848
9.75,2.6094,0.029374
9.8,2.6109,0.02183
9.85,2.6113,-0.002335
9.9,2.6109,-0.012829
9.95,2.6102,-0.014177
10,2.6097,-0.003887
10.05,2.6097,-0.0014513
10.1,2.6096,0.0027024
10.15,2.6107,0.045698
10.2,2.6137,0.07716
10.25,2.6198,0.16964
10.3,2.6291,0.15968
10.35,2.6336,0.021856
10.4,2.6326,-0.043452
10.45,2.6312,0.0047274
10.5,2.6324,0.033006
10.55,2.6336,0.010777
10.6,2.6339,0.010918
10.65,2.6343,0.0024354
10.7,2.6346,0.0034119
10.75,2.6343,-0.012194
10.8,2.6332,-0.03244
10.85,2.6315,-0.03078
10.9,2.6305,-0.015511
10.95,2.6296,-0.014599
11,2.6296,0.015075
11.05,2.6308,0.027589
11.1,2.632,0.016033
11.15,2.6321,-0.0050819
11.2,2.6322,0.0085812
11.25,2.6325,0.0019161
11.3,2.6328,0.017507
11.35,2.6342,0.028777
11.4,2.6353,0.013809
11.45,2.635,-0.025945
11.5,2.6333,-0.033046
11.55,2.6325,-0.0013483
11.6,2.6327,0.0063842
11.65,2.6329,0.0025626
11.7,2.6331,0.00397
11.75,2.633,-0.012557
11.8,2.6319,-0.027381
11.85,2.6309,-0.0088482
11.9,2.6309,0.0093286
11.95,2.6317,0.018539
12,2.6324,0.0082341
