"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
9.05,2.2716,-0.018733
9.1,2.2714,0.010418
9.15,2.2729,0.037554
9.2,2.274,0.0043988
9.25,2.2745,0.023037
9.3,2.2757,0.013144
9.35,2.2749,-0.042575
9.4,2.2722,-0.051384
9.45,2.2708,-0.00046659
9.5,2.2717,0.020675
9.55,2.2719,-0.011309
9.6,2.2711,-0.012156
9.65,2.2708,-0.0099027
9.7,2.2696,-0.035877
9.75,2.2686,0.0057235
9.8,2.2694,0.012232
9.85,2.2694,-0.0084335
9.9,2.2694,0.011608
9.95,2.2696,-0.0094955
10,2.2684,-0.036048
10.05,2.2666,-0.030144
10.1,2.2658,-0.0012646
10.15,2.2661,0.0088291
10.2,2.2669,0.023515
10.25,2.2679,0.012948
10.3,2.2682,-0.0050517
10.35,2.267,-0.038752
10.4,2.2652,-0.026668
10.45,2.2643,-0.011336
10.5,2.2636,-0.017632
10.55,2.2631,0.0013898
10.6,2.2636,0.015573
10.65,2.2645,0.021292
10.7,2.2658,0.0266
10.75,2.2668,0.010875
10.8,2.267,-0.0017096
10.85,2.2666,-0.017076
10.9,2.2653,-0.032731
10.95,2.2635,-0.035481
11,2.2625,-0.00085498
11.05,2.2632,0.027524
11.1,2.2648,0.029415
11.15,2.2655,-0.0042236
11.2,2.2644,-0.033289
11.25,2.2629,-0.021172
11.3,2.2626,0.006801
11.35,2.2629,0.00018049
11.4,2.2627,-0.0027641
11.45,2.2628,0.0020849
11.5,2.2628,-0.001497
11.55,2.2626,-0.0053668
11.6,2.2623,-0.0045704
11.65,2.2622,-0.0017705
11.7,2.2621,0.0017299
11.75,2.2627,0.022544
11.8,2.2642,0.03681
11.85,2.2659,0.025436
11.9,2.2668,0.01385
11.95,2.2671,-0.008039
12,2.2657,-0.044282
