"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
8.7,1.6871,-0.0088482
8.75,1.6866,-0.0047435
8.8,1.6868,0.012947
8.85,1.6875,0.019099
8.9,1.6888,0.025721
8.95,1.6895,0.00090465
9,1.6891,-0.013022
9.05,1.6884,-0.012284
9.1,1.688,-0.0037306
9.15,1.6879,-0.0042057
9.2,1.6876,-0.0069288
9.25,1.6873,-0.0045381
9.3,1.687,-0.0061777
9.35,1.6868,-0.0020118
9.4,1.6868,0.0041128
9.45,1.6874,0.018422
9.5,1.6883,0.011533
9.55,1.6883,-0.010787
9.6,1.6878,-0.00092852
9.65,1.6882,0.011497
9.7,1.6886,0.0045427
9.75,1.6889,0.007725
9.8,1.6891,-0.0028043
9.85,1.6885,-0.017911
9.9,1.6877,-0.011992
9.95,1.6874,0.0025794
10,1.6878,0.0067624
10.05,1.6879,0.00075689
10.1,1.6879,-0.003403
10.15,1.6875,-0.011486
10.2,1.687,-0.0036559
10.25,1.6873,0.012591
10.3,1.688,0.014554
10.35,1.6886,0.0088001
10.4,1.689,0.0052501
10.45,1.6891,-0.0010462
10.5,1.6889,-0.0029767
10.55,1.6888,-0.0029213
10.6,1.6884,-0.01343
10.65,1.6877,-0.014635
10.7,1.6873,0.0010638
10.75,1.6877,0.011083
10.8,1.6881,0.0029933
10.85,1.6879,-0.0093484
10.9,1.6872,-0.014753
10.95,1.6865,-0.012554
11,1.6861,-0.0031122
11.05,1.6863,0.011822
11.1,1.6872,0.019037
11.15,1.688,0.013929
11.2,1.6885,0.0056442
11.25,1.6888,0.010606
11.3,1.6897,0.021675
11.35,1.6907,0.014045
11.4,1.6908,-0.010103
11.45,1.6899,-0.021664
11.5,1.6888,-0.020516
11.55,1.6878,-0.021251
11.6,1.6867,-0.021633
11.65,1.6858,-0.012722
11.7,1.6855,0.0034412
11.75,1.6862,0.023688
11.8,1.6878,0.03542
11.85,1.6894,0.023681
11.9,1.6899,-0.0011313
11.95,1.6896,-0.0068891
12,1.6895,0.0019208
