"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
8.9,2.1312,0.014993
8.95,2.1314,-0.0037911
9,2.1313,0.0078085
9.05,2.1325,0.037082
9.1,2.1349,0.060188
9.15,2.1384,0.077079
9.2,2.1425,0.084459
9.25,2.1468,0.089739
9.3,2.152,0.12535
9.35,2.1595,0.17444
9.4,2.1686,0.17805
9.45,2.1763,0.12171
9.5,2.1802,0.034767
9.55,2.1805,-0.01035
9.6,2.1801,-0.0048261
9.65,2.1798,-0.010477
9.7,2.1792,-0.014795
9.75,2.1785,-0.010711
9.8,2.1783,0.00368
9.85,2.1787,0.012417
9.9,2.1794,0.015775
9.95,2.1804,0.022326
10,2.1814,0.015411
10.05,2.1819,0.0058546
10.1,2.1821,0.001711
10.15,2.1822,0.0033933
10.2,2.1823,-0.00022405
10.25,2.1822,-0.0059156
10.3,2.1817,-0.010833
10.35,2.181,-0.018097
10.4,2.18,-0.021445
10.45,2.179,-0.018199
10.5,2.1783,-0.0098274
10.55,2.1778,-0.014053
10.6,2.177,-0.014319
10.65,2.1767,0.005092
10.7,2.1775,0.023858
10.75,2.1787,0.023828
10.8,2.1798,0.02026
10.85,2.1807,0.015511
10.9,2.1813,0.0068804
10.95,2.1815,0.0059104
11,2.1819,0.0094703
11.05,2.1824,0.0072712
11.1,2.1826,-0.00030172
11.15,2.1824,-0.0083957
11.2,2.1818,-0.013984
11.25,2.181,-0.01445
11.3,2.1803,-0.015401
11.35,2.1794,-0.019858
11.4,2.1784,-0.01908
11.45,2.1777,-0.010367
11.5,2.1776,0.0076635
11.55,2.1783,0.019235
11.6,2.1793,0.017433
11.65,2.1799,0.0087799
11.7,2.1803,0.0057411
11.75,2.1806,0.0068336
11.8,2.181,0.011114
11.85,2.1816,0.0086699
11.9,2.1817,-0.0048702
11.95,2.1813,-0.007389
12,2.181,-0.0044596
