"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
8.9,2.2945,-0.0076436
8.95,2.2931,-0.030962
9,2.2919,-0.015638
9.05,2.2912,-0.020826
9.1,2.2904,-0.007787
9.15,2.2901,-0.00060023
9.2,2.2905,0.020836
9.25,2.2918,0.018475
9.3,2.2921,-0.0041453
9.35,2.292,0.0076586
9.4,2.2933,0.036935
9.45,2.2943,-0.011574
9.5,2.2922,-0.055605
9.55,2.29,-0.027657
9.6,2.2893,-0.00093274
9.65,2.2899,0.022384
9.7,2.2909,0.011633
9.75,2.2906,-0.023519
9.8,2.2894,-0.013385
9.85,2.2898,0.026959
9.9,2.2913,0.026109
9.95,2.2925,0.025288
10,2.2933,-0.003172
10.05,2.2923,-0.032575
10.1,2.2907,-0.028443
10.15,2.2891,-0.037519
10.2,2.2874,-0.022401
10.25,2.287,0.0049831
10.3,2.2876,0.013292
10.35,2.2876,-0.015315
10.4,2.2862,-0.033778
10.45,2.285,-0.0096997
10.5,2.2853,0.0162
10.55,2.2862,0.021147
10.6,2.2875,0.029544
10.65,2.2886,0.0065665
10.7,2.2877,-0.040943
10.75,2.2856,-0.031786
10.8,2.2849,0.0022858
10.85,2.2854,0.014368
10.9,2.286,0.0050171
10.95,2.2854,-0.031154
11,2.2838,-0.021349
11.05,2.2837,0.015024
11.1,2.2844,0.0066035
11.15,2.2847,0.01153
11.2,2.2857,0.026056
11.25,2.2867,0.007611
11.3,2.2863,-0.02316
11.35,2.2844,-0.050056
11.4,2.282,-0.038827
11.45,2.281,-0.0042321
11.5,2.281,-0.00080456
11.55,2.281,0.0083363
11.6,2.2824,0.046734
11.65,2.285,0.051682
11.7,2.2869,0.019469
11.75,2.2869,-0.019022
11.8,2.2854,-0.036551
11.85,2.2836,-0.034964
11.9,2.282,-0.026638
11.95,2.2811,-0.0059794
12,2.2811,-0.0026855
