"Time","avg(disp_slipweakening (0))","avg(vel_slipweakening (0))"
8,1.3621,0.0033976
8.05,1.3624,0.004095
8.1,1.3621,-0.011304
8.15,1.3619,0.0030504
8.2,1.3621,0.002558
8.25,1.3621,0.0019609
8.3,1.3627,0.017466
8.35,1.3635,0.011098
8.4,1.3635,-0.012593
8.45,1.3623,-0.027482
8.5,1.3616,0.00012433
8.55,1.3616,-0.0035567
8.6,1.3618,0.012303
8.65,1.3624,0.0091285
8.7,1.3623,-0.011967
8.75,1.3618,-0.0033335
8.8,1.362,0.0079433
8.85,1.3625,0.010589
8.9,1.3628,-0.0034955
8.95,1.3624,-0.0033026
9,1.3625,0.00035802
9.05,1.3623,-0.0015193
9.1,1.3622,-0.0092019
9.15,1.3613,-0.022646
9.2,1.3607,0.00043497
9.25,1.3614,0.025856
9.3,1.3628,0.0244
9.35,1.3632,-0.007675
9.4,1.3626,-0.012015
9.45,1.3623,0.0023118
9.5,1.3626,0.0046051
9.55,1.3627,0.0014458
9.6,1.3626,-0.0057992
9.65,1.3624,0.0019953
9.7,1.3627,0.0066423
9.75,1.3629,-0.0012925
9.8,1.3624,-0.016557
9.85,1.3617,-0.0054732
9.9,1.3619,0.0046711
9.95,1.3617,-0.01203
10,1.361,-0.010087
10.05,1.361,0.0062545
10.1,1.3613,0.0068663
10.15,1.3618,0.013376
10.2,1.3628,0.028461
10.25,1.3643,0.024439
10.3,1.3649,-0.0038453
10.35,1.3639,-0.028974
10.4,1.3623,-0.031896
10.45,1.3611,-0.014323
10.5,1.361,0.0072611
10.55,1.3614,0.0066601
10.6,1.3615,-0.0030016
10.65,1.3613,-0.0040831
10.7,1.3612,0.00082658
10.75,1.3614,0.0059869
10.8,1.3618,0.010458
10.85,1.3625,0.016261
10.9,1.3633,0.014754
10.95,1.3638,0.0033807
11,1.3635,-0.014058
11.05,1.3626,-0.019088
11.1,1.3619,-0.0084089
11.15,1.3618,0.0075835
11.2,1.3624,0.010229
11.25,1.3628,0.0061242
11.3,1.363,0.0017326
11.35,1.3627,-0.012306
11.4,1.362,-0.014718
11.45,1.3614,-0.007496
11.5,1.3613,0.0030711
11.55,1.3614,3.0848e-05
11.6,1.3614,0.0015427
11.65,1.3617,0.0075402
11.7,1.3621,0.0088551
11.75,1.3624,0.0033182
11.8,1.3624,-0.0034781
11.85,1.3621,-0.0075014
11.9,1.3617,-0.0095421
11.95,1.3613,-0.0036113
12,1.3615,0.011582
