-3.710907611845544125e+03,-4.458052238498941051e+02,1.037213743702604294e+10
-3.814996588474800774e+03,-3.729627280034205796e+02,1.111692059266035652e+10
-3.799171102366567993e+03,-4.945264287872859086e+02,1.003578859989844513e+10
-3.762952100160171995e+03,-4.093839759266572855e+02,1.074637399014681435e+10
-3.807083845420684156e+03,-4.337445783953531873e+02,1.071939915231608772e+10
-3.755039357106055832e+03,-4.701658263185900068e+02,1.034885254980254555e+10
-3.202791843635233136e+02,-1.812842809026994018e+03,1.012652442744136047e+10
-3.566431056303472928e+02,-1.911850991260480896e+03,9.872523602378448486e+09
-2.605656723374668218e+02,-1.909838078567566981e+03,1.002576669570215797e+10
-3.384611449969352748e+02,-1.862346900143737003e+03,9.999524014909904480e+09
-3.086043889839069720e+02,-1.910844534914024052e+03,1.011117553944128418e+10
-2.904224283504950108e+02,-1.861340443797279931e+03,1.017449693551976776e+10
-2.235382907247902949e+03,-1.999999999994986126e+02,1.078635606342221642e+10
-2.141575378272923899e+03,-1.623167919755842092e+02,1.093106728502968979e+10
-2.243381560302667822e+03,-9.489176334078587161e+01,1.080497463111587715e+10
-2.188479142760413197e+03,-1.811583959875414109e+02,1.093296534149424934e+10
-2.192478469287796088e+03,-1.286042776581849978e+02,1.107148486696615028e+10
-2.239382233775284931e+03,-1.474458816701423132e+02,1.079886427107357216e+10
3.400000000000000000e+03,-2.000000000000000000e+03,1.320151381786414528e+10
3.469357156581707841e+03,-1.903222001563131016e+03,1.230682973013095284e+10
3.350000000000000000e+03,-1.913397459621555981e+03,1.296948310612209702e+10
3.434678578290854148e+03,-1.951611000781565963e+03,1.274991047560923576e+10
3.409678578290854148e+03,-1.908309730592344067e+03,1.263815641812652588e+10
3.375000000000000000e+03,-1.956698729810778104e+03,1.309095795224171257e+10
1.218985244756742077e+03,-1.875398715337182125e+02,9.136422395445117950e+09
1.256527357612671949e+03,-8.622481097553790619e+01,9.281430173719104767e+09
1.160110305001092911e+03,-9.013755204132002063e+01,9.140343971087507248e+09
1.237756301184706899e+03,-1.368823412546279883e+02,9.216147582217958450e+09
1.208318831306883112e+03,-8.818118150842896341e+01,9.210887072403306961e+09
1.189547774878916925e+03,-1.388387117875190881e+02,9.143693455298875809e+09
-2.859943878572391895e+03,-9.012819993199123303e+01,1.010929067676305771e+10
-2.955906604265293936e+03,-8.803963517173315267e+01,1.015791347376679039e+10
-2.918845597723351148e+03,-1.871014932573908141e+02,1.012335147877934074e+10
-2.907925241418843143e+03,-8.908391755186218575e+01,1.022519215218452072e+10
-2.937376100994323224e+03,-1.375705642145620118e+02,1.022441174368337631e+10
-2.889394738147871976e+03,-1.386148465946909880e+02,9.846070175022037506e+09
-1.734990398510899922e+03,-1.904945059462068912e+03,9.294831072091619492e+09
-1.635209399026678057e+03,-1.849894762686074046e+03,8.874895092700004578e+09
-1.718576419673652026e+03,-1.799046109364046060e+03,8.616595428308746338e+09
-1.685099898768788989e+03,-1.877419911074071024e+03,9.014085872105438232e+09
-1.676892909350164928e+03,-1.824470436025060053e+03,8.739461833254980087e+09
-1.726783409092276088e+03,-1.851995584413057031e+03,8.964641449219396591e+09
-3.898949189005395056e+03,-6.499999999997847908e+02,8.562530553740598679e+09
-3.799637913210508032e+03,-6.997805385174267485e+02,9.284782314195604324e+09
-3.798904840117679214e+03,-5.989712165710694762e+02,9.417288348650718689e+09
-3.849293551107950861e+03,-6.748902692586057128e+02,8.872564858670448303e+09
-3.799271376664094078e+03,-6.493758775442481692e+02,9.351035331423156738e+09
-3.848927014561536907e+03,-6.244856082854271335e+02,8.938817875898000717e+09
-4.000000000000000000e+03,-1.300000000000000000e+03,8.765799915331752777e+09
-3.895980660778321180e+03,-1.250541437159922907e+03,8.763594499801973343e+09
-4.000000000000000000e+03,-1.200000000000000000e+03,9.658565726905637741e+09
-3.947990330389161045e+03,-1.275270718579962022e+03,8.774941270344280243e+09
-3.947990330389161045e+03,-1.225270718579962022e+03,9.221324176131223679e+09
-4.000000000000000000e+03,-1.250000000000000000e+03,9.212182821118694305e+09
-4.000000000000000000e+03,-1.800000000000000000e+03,8.053470200690505981e+09
-3.888862526987657930e+03,-1.750386202209273961e+03,8.659358853978694916e+09
-4.000000000000000000e+03,-1.700000000000000000e+03,8.276184356791717529e+09
-3.944431263493829192e+03,-1.775193101104636980e+03,8.411209361719022751e+09
-3.944431263493829192e+03,-1.725193101104636980e+03,8.222752755555096626e+09
-4.000000000000000000e+03,-1.750000000000000000e+03,8.069528056199653625e+09
